# id	type	subtype	attack	magic_attack	defense	magic_defense	slots	weapon_level	equip_level	jobs	locations	name	scripted
1278	Weapon	Katar	105	0	0	0	3	3	55	Assassin	Both_Hand	Katar of Piercing Wind	1
1279	Weapon	Katar	130	0	0	0	0	3	80	Assassin	Both_Hand	Brave Carnage Katar	1
1280	Weapon	Katar	130	0	0	0	0	3	80	Assassin	Both_Hand	Valorous Carnage Katar	1
1281	Weapon	Katar	140	0	0	0	0	4	80	Assassin	Both_Hand	Glorious Bloody Roar	1
1282	Weapon	Katar	140	0	0	0	0	4	80	Assassin	Both_Hand	Glorious Jamadhar	1
1283	Weapon	Katar	175	0	0	0	0	4	0	Assassin	Both_Hand	Katar Of Speed	1
1284	Weapon	Katar	120	0	0	0	2	3	50	Assassin	Both_Hand	Krishna	1
1285	Weapon	Katar	130	0	0	0	2	3	50	Assassin	Both_Hand	Chakram	1
1286	Weapon	Katar	200	0	0	0	0	3	1	Assassin	Both_Hand	Jamadhar	1
1301	Weapon	1hAxe	38	0	0	0	3	1	3	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Novice,Rogue,SuperNovice,Swordsman,Thief	Right_Hand	Axe	0
1302	Weapon	1hAxe	38	0	0	0	4	1	3	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Novice,Rogue,SuperNovice,Swordsman,Thief	Right_Hand	Axe	0
1303	Weapon	1hAxe	38	0	0	0	0	1	3	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Novice,Rogue,SuperNovice,Swordsman,Thief	Right_Hand	Axe	0
1304	Weapon	1hAxe	75	0	0	0	0	3	3	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Novice,Rogue,SuperNovice,Swordsman,Thief	Right_Hand	Orcish Axe	0
1305	Weapon	1hAxe	140	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Right_Hand	Cleaver	1
1306	Weapon	1hAxe	140	0	0	0	1	3	76	Alchemist,Blacksmith	Right_Hand	War Axe	1
1307	Weapon	1hAxe	115	0	0	0	0	2	14	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Rogue,Swordsman,Thief	Right_Hand	Windhawk	1
1308	Weapon	1hAxe	170	0	0	0	0	4	45	Novice,SuperNovice	Right_Hand	Golden Axe	0
1309	Weapon	1hAxe	75	0	0	0	4	3	3	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Novice,Rogue,SuperNovice,Swordsman,Thief	Right_Hand	Orcish Axe	0
1310	Weapon	1hAxe	130	0	0	0	0	4	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Right_Hand	Glorious Cleaver	1
1311	Weapon	1hAxe	140	0	0	0	2	3	50	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Right_Hand	Vecer Axe	1
1312	Weapon	1hAxe	110	0	0	0	0	3	1	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Novice,Rogue,SuperNovice,Swordsman,Thief	Right_Hand	Orcish Axe	1
1313	Weapon	1hAxe	77	0	0	0	0	1	1	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Novice,Rogue,SuperNovice,Swordsman,Thief	Right_Hand	Tourist Axe	1
1314	Weapon	2hAxe	200	0	0	0	0	4	0	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Tomahawk	1
1315	Weapon	2hAxe	229	0	0	0	0	4	1	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Light Epsilon	1
1351	Weapon	2hAxe	80	0	0	0	3	1	3	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Battle Axe	0
1352	Weapon	2hAxe	80	0	0	0	4	1	3	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Battle Axe	0
1353	Weapon	2hAxe	80	0	0	0	0	1	3	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Battle Axe	0
1354	Weapon	2hAxe	120	0	0	0	2	2	16	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Hammer	0
1355	Weapon	2hAxe	120	0	0	0	3	2	16	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Hammer	0
1356	Weapon	2hAxe	120	0	0	0	0	2	16	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Hammer	0
1357	Weapon	2hAxe	155	0	0	0	1	3	30	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Buster	0
1358	Weapon	2hAxe	155	0	0	0	2	3	30	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Buster	0
1359	Weapon	2hAxe	155	0	0	0	0	3	30	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Buster	0
1360	Weapon	2hAxe	185	0	0	0	1	3	30	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Two-Handed Axe	0
1361	Weapon	2hAxe	185	0	0	0	2	3	30	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Two-Handed Axe	0
1362	Weapon	2hAxe	185	0	0	0	0	3	30	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Two-Handed Axe	0
1363	Weapon	2hAxe	170	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Bloody Axe	1
1364	Weapon	2hAxe	187	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Great Axe	1
1365	Weapon	2hAxe	120	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Sabbath	1
1366	Weapon	2hAxe	180	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Light Epsilon	1
1367	Weapon	2hAxe	120	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Slaughter	1
1368	Weapon	2hAxe	165	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Tomahawk	1
1369	Weapon	2hAxe	215	0	0	0	0	4	44	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Guillotine	1
1370	Weapon	2hAxe	10	0	0	0	0	4	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Doom Slayer	1
1371	Weapon	2hAxe	10	0	0	0	1	4	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Doom Slayer	1
1372	Weapon	2hAxe	229	0	0	0	0	4	1	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Light Epsilon	1
1373	Weapon	2hAxe	205	0	0	0	0	4	0	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Refined Bloody Axe	1
1374	Weapon	2hAxe	200	0	0	0	0	4	0	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Tomahawk	1
1375	Weapon	2hAxe	200	0	0	0	2	3	70	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Berdysz	1
1376	Weapon	2hAxe	175	0	0	0	1	4	70	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Heart Breaker	1
1377	Weapon	2hAxe	332	0	0	0	1	4	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Hurricane's Fury	1
1378	Weapon	2hAxe	215	0	0	0	0	4	0	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Refined Great Axe	1
1379	Weapon	2hAxe	200	0	0	0	0	3	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Valorous Insane Battle Axe	1
1380	Weapon	2hAxe	200	0	0	0	0	3	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Brave Insane Battle Axe	1
1381	Weapon	2hAxe	100	0	0	0	3	1	3	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Novice Battle Axe	0
1382	Weapon	2hAxe	220	0	0	0	0	4	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Glorious Two-Handed Axe	1
1383	Weapon	2hAxe	200	0	0	0	0	4	60	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Celestial Axe	1
1384	Weapon	2hAxe	250	0	0	0	2	3	80	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Veteran Axe	1
1385	Weapon	2hAxe	210	0	0	0	0	4	75	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Bradium Stone Hammer	1
1386	Weapon	2hAxe	20	0	0	0	0	4	0	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Doom Slayer	1
1387	Weapon	2hAxe	330	0	0	0	1	3	50	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Giant Axe	1
1388	Weapon	2hAxe	220	0	0	0	0	3	1	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Two-Handed Axe	1
1389	Weapon	2hAxe	200	0	0	0	0	4	0	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Tomahawk	1
1390	Weapon	2hAxe	229	0	0	0	0	4	1	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Both_Hand	Light Epsilon	1
1401	Weapon	1hSpear	28	0	0	0	3	1	4	Crusader,Knight,Swordsman	Right_Hand	Javelin	0
1402	Weapon	1hSpear	28	0	0	0	4	1	4	Crusader,Knight,Swordsman	Right_Hand	Javelin	0
1403	Weapon	1hSpear	28	0	0	0	0	1	4	Crusader,Knight,Swordsman	Right_Hand	Javelin	0
1404	Weapon	1hSpear	44	0	0	0	3	1	4	Crusader,Knight,Swordsman	Right_Hand	Spear	0
1405	Weapon	1hSpear	44	0	0	0	4	1	4	Crusader,Knight,Swordsman	Right_Hand	Spear	0
1406	Weapon	1hSpear	44	0	0	0	0	1	4	Crusader,Knight,Swordsman	Right_Hand	Spear	0
1407	Weapon	1hSpear	60	0	0	0	3	1	4	Crusader,Knight,Swordsman	Right_Hand	Pike	0
1408	Weapon	1hSpear	60	0	0	0	4	1	4	Crusader,Knight,Swordsman	Right_Hand	Pike	0
1409	Weapon	1hSpear	60	0	0	0	0	1	4	Crusader,Knight,Swordsman	Right_Hand	Pike	0
1410	Weapon	2hSpear	185	0	0	0	0	3	33	Crusader,Knight,Swordsman	Both_Hand	Lance	0
1411	Weapon	2hSpear	185	0	0	0	0	3	33	Crusader,Knight,Swordsman	Both_Hand	Lance	0
1412	Weapon	2hSpear	185	0	0	0	0	3	33	Crusader,Knight,Swordsman	Both_Hand	Lance	0
1413	Weapon	1hSpear	120	0	0	0	0	4	4	Crusader,Knight,Swordsman	Right_Hand	Gungnir	1
1414	Weapon	1hSpear	145	0	0	0	0	4	48	Crusader,Knight,Swordsman	Right_Hand	Gelerdria	1
1415	Weapon	1hSpear	100	0	0	0	0	4	48	Crusader,Knight,Swordsman	Right_Hand	Brocca	1
1416	Weapon	1hSpear	95	0	0	0	0	4	48	Crusader,Knight,Swordsman	Right_Hand	Tjungkuletti	1
1417	Weapon	1hSpear	160	0	0	0	1	3	71	Crusader,Knight,Swordsman	Right_Hand	Pole Axe	1
1418	Weapon	1hSpear	120	0	0	0	2	4	4	Crusader,Knight,Swordsman	Right_Hand	Gungnir	1
1419	Weapon	1hSpear	159	0	0	0	0	3	1	Crusader,Knight,Swordsman	Right_Hand	Pole Axe	1
1420	Weapon	1hSpear	150	0	0	0	1	4	65	Crusader,Knight,Swordsman	Right_Hand	Long Horn	1
1421	Weapon	1hSpear	140	0	0	0	1	4	65	Crusader,Knight,Swordsman	Right_Hand	Battle Hook	1
1422	Weapon	1hSpear	180	0	0	0	1	4	60	Crusader,Knight,Swordsman	Right_Hand	Hunting Spear	1
1423	Weapon	1hSpear	120	0	0	0	0	1	0	Crusader,Knight,Swordsman	Right_Hand	Pole XO	1
1424	Weapon	1hSpear	149	0	0	0	0	4	0	Crusader,Knight,Swordsman	Right_Hand	Refined Brocca	1
1425	Weapon	1hSpear	60	0	0	0	0	3	80	Crusader,Knight,Swordsman	Right_Hand	Assaulter Spear	1
1426	Weapon	1hSpear	130	0	0	0	0	4	80	Crusader,Knight,Swordsman	Right_Hand	Glorious Spear	1
1427	Weapon	1hSpear	160	0	0	0	0	3	0	Crusader,Knight,Swordsman	Right_Hand	Spear Of Excellent	1
1428	Weapon	1hSpear	150	0	0	0	1	4	65	Crusader,Knight,Swordsman	Right_Hand	Long Horn	1
1429	Weapon	1hSpear	180	0	0	0	1	4	60	Crusader,Knight,Swordsman	Right_Hand	Hunting Spear	1
1430	Weapon	1hSpear	74	0	0	0	0	1	1	Crusader,Knight,Swordsman	Right_Hand	Pike	1
1431	Weapon	1hSpear	195	0	0	0	0	3	1	Crusader,Knight,Swordsman	Right_Hand	Pole Axe	1
1432	Weapon	1hSpear	195	0	0	0	0	3	1	Crusader,Knight,Swordsman	Right_Hand	Pole Axe	1
1451	Weapon	2hSpear	84	0	0	0	2	2	18	Crusader,Knight,Swordsman	Both_Hand	Guisarme	0
1452	Weapon	2hSpear	84	0	0	0	3	2	18	Crusader,Knight,Swordsman	Both_Hand	Guisarme	0
1453	Weapon	2hSpear	84	0	0	0	0	2	18	Crusader,Knight,Swordsman	Both_Hand	Guisarme	0
1454	Weapon	2hSpear	104	0	0	0	2	2	18	Crusader,Knight,Swordsman	Both_Hand	Glaive	0
1455	Weapon	2hSpear	104	0	0	0	3	2	18	Crusader,Knight,Swordsman	Both_Hand	Glaive	0
1456	Weapon	2hSpear	104	0	0	0	0	2	18	Crusader,Knight,Swordsman	Both_Hand	Glaive	0
1457	Weapon	2hSpear	124	0	0	0	1	2	18	Crusader,Knight,Swordsman	Both_Hand	Partizan	0
1458	Weapon	2hSpear	124	0	0	0	2	2	18	Crusader,Knight,Swordsman	Both_Hand	Partizan	0
1459	Weapon	2hSpear	124	0	0	0	0	2	18	Crusader,Knight,Swordsman	Both_Hand	Partizan	0
1460	Weapon	2hSpear	150	0	0	0	2	3	33	Crusader,Knight,Swordsman	Both_Hand	Trident	0
1461	Weapon	2hSpear	150	0	0	0	3	3	33	Crusader,Knight,Swordsman	Both_Hand	Trident	0
1462	Weapon	2hSpear	150	0	0	0	0	3	33	Crusader,Knight,Swordsman	Both_Hand	Trident	0
1463	Weapon	2hSpear	165	0	0	0	1	3	33	Crusader,Knight,Swordsman	Both_Hand	Halberd	0
1464	Weapon	2hSpear	165	0	0	0	2	3	33	Crusader,Knight,Swordsman	Both_Hand	Halberd	0
1465	Weapon	2hSpear	165	0	0	0	0	3	33	Crusader,Knight,Swordsman	Both_Hand	Halberd	0
1466	Weapon	2hSpear	180	0	0	0	0	4	48	Crusader,Knight,Swordsman	Both_Hand	Crescent Scythe	1
1467	Weapon	2hSpear	183	0	0	0	0	4	48	Crusader,Knight,Swordsman	Both_Hand	Bill Guisarme	1
1468	Weapon	2hSpear	170	0	0	0	0	4	48	Crusader,Knight,Swordsman	Both_Hand	Zephyrus	1
1469	Weapon	2hSpear	180	0	0	0	0	4	48	Crusader,Knight,Swordsman	Both_Hand	Longinus's Spear	1
1470	Weapon	2hSpear	190	0	0	0	0	4	48	Crusader,Knight,Swordsman	Both_Hand	Brionac	1
1471	Weapon	2hSpear	200	0	0	0	0	4	48	Crusader,Knight,Swordsman	Both_Hand	Hellfire	1
1472	Weapon	2hStaff	25	0	0	0	0	3	73	Mage,Sage,SoulLinker,Wizard	Both_Hand	Soul Staff	1
1473	Weapon	2hStaff	120	0	0	0	0	4	90	Mage,Sage,SoulLinker,Wizard	Both_Hand	Wizardry Staff	1
1474	Weapon	2hSpear	160	0	0	0	0	4	60	Crusader,Knight,Swordsman	Both_Hand	Gae Bolg	1
1475	Weapon	2hSpear	200	0	0	0	0	4	75	Crusader,Knight,Swordsman	Both_Hand	Equestrian's Spear	0
1476	Weapon	2hSpear	180	0	0	0	1	4	48	Crusader,Knight,Swordsman	Both_Hand	Crescent Scythe	1
1477	Weapon	2hSpear	170	0	0	0	0	4	75	Crusader,Knight,Swordsman	Both_Hand	Spectral Spear	1
1478	Weapon	2hSpear	120	0	0	0	0	4	65	Crusader,Knight	Both_Hand	Ahlspiess	1
1479	Weapon	2hSpear	170	0	0	0	1	4	75	Crusader,Knight,Swordsman	Both_Hand	Spectral Spear	1
1480	Weapon	2hSpear	160	0	0	0	2	4	60	Crusader,Knight,Swordsman	Both_Hand	Gae Bolg	1
1481	Weapon	2hSpear	170	0	0	0	3	4	48	Crusader,Knight,Swordsman	Both_Hand	Zephyrus	1
1482	Weapon	2hSpear	160	0	0	0	0	3	80	Crusader,Knight,Swordsman	Both_Hand	Assaulter Lance	1
1483	Weapon	2hSpear	160	0	0	0	1	3	50	Crusader,Knight,Swordsman	Both_Hand	Ivory Lance	1
1484	Weapon	2hSpear	150	0	0	0	1	4	70	Knight	Both_Hand	Cardo	1
1485	Weapon	2hSpear	112	0	0	0	4	2	50	Crusader,Knight,Swordsman	Both_Hand	Battle Fork	0
1486	Weapon	2hSpear	220	0	0	0	0	4	80	Crusader,Knight,Swordsman	Both_Hand	Glorious Lance	1
1487	Weapon	2hSpear	220	0	0	0	0	3	1	Crusader,Knight,Swordsman	Both_Hand	Lance	1
1488	Weapon	2hSpear	135	0	0	0	0	4	1	Crusader,Knight	Both_Hand	Ahlspiess	1
1501	Weapon	Mace	23	0	0	0	3	1	2	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Club	0
1502	Weapon	Mace	23	0	0	0	4	1	2	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Club	0
1503	Weapon	Mace	23	0	0	0	0	1	2	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Club	0
1504	Weapon	Mace	37	0	0	0	3	1	2	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Mace	0
1505	Weapon	Mace	37	0	0	0	4	1	2	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Mace	0
1506	Weapon	Mace	37	0	0	0	0	1	2	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Mace	0
1507	Weapon	Mace	54	0	0	0	2	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Smasher	0
1508	Weapon	Mace	54	0	0	0	3	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Smasher	0
1509	Weapon	Mace	54	0	0	0	3	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Smasher	0
1510	Weapon	Mace	69	0	0	0	2	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Flail	0
1511	Weapon	Mace	69	0	0	0	3	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Flail	0
1512	Weapon	Mace	69	0	0	0	3	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Flail	0
1513	Weapon	Mace	110	0	0	0	1	3	27	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Morning Star	0
1514	Weapon	Mace	110	0	0	0	2	3	27	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Morning Star	0
1515	Weapon	Mace	110	0	0	0	2	3	27	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Morning Star	0
1516	Weapon	Mace	130	0	0	0	0	3	27	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Sword Mace	0
1517	Weapon	Mace	130	0	0	0	1	3	27	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Sword Mace	0
1518	Weapon	Mace	130	0	0	0	1	3	27	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Sword Mace	0
1519	Weapon	Mace	84	0	0	0	2	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Chain	0
1520	Weapon	Mace	84	0	0	0	3	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Chain	0
1521	Weapon	Mace	84	0	0	0	3	2	14	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Chain	0
1522	Weapon	Mace	140	0	0	0	0	3	27	Acolyte,Monk,Priest	Right_Hand	Stunner	1
1523	Weapon	Mace	85	0	0	0	0	4	40	Acolyte,Monk,Priest	Right_Hand	Spike	1
1524	Weapon	Mace	110	0	0	0	1	4	40	Acolyte,Monk,Priest	Right_Hand	Golden Mace	1
1525	Weapon	Mace	135	0	0	0	0	4	40	Acolyte,Monk,Priest	Right_Hand	Long Mace	1
1526	Weapon	Mace	145	0	0	0	0	4	40	Acolyte,Monk,Priest	Right_Hand	Slash	1
1527	Weapon	Mace	165	0	0	0	0	4	40	Acolyte,Monk,Priest	Right_Hand	Quadrille	1
1528	Weapon	Mace	140	0	0	0	0	4	40	Acolyte,Monk,Priest	Right_Hand	Grand Cross	1
1529	Weapon	Mace	155	0	0	0	0	3	78	Monk,Priest	Right_Hand	Iron Driver	0
1530	Weapon	Mace	250	0	0	0	0	4	95	Alchemist,Blacksmith,Crusader,Knight,Merchant,Swordsman	Right_Hand	Mjolnir	1
1531	Weapon	Mace	115	0	0	0	0	3	55	Acolyte,Monk,Priest	Right_Hand	Wrench	1
1532	Weapon	Mace	140	0	0	0	2	3	27	Acolyte,Monk,Priest	Right_Hand	Stunner	1
1533	Weapon	Mace	170	0	0	0	0	4	48		Right_Hand	Warrior's Balmung	1
1534	Weapon	Mace	150	0	0	0	0	3	0	Acolyte,Monk,Priest	Right_Hand	Wrench	1
1535	Weapon	Mace	4	0	0	0	1	4	44	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Hollgrehenn's Hammer	1
1536	Weapon	Mace	120	0	0	0	0	1	0	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Good Morning Star	1
1537	Weapon	Mace	193	0	0	0	0	4	0	Acolyte,Monk,Priest	Right_Hand	Refined Quadrille	1
1538	Weapon	Mace	85	0	0	0	2	4	40	Acolyte,Monk,Priest	Right_Hand	Spike	1
1539	Weapon	Mace	110	0	0	0	2	4	40	Acolyte,Monk,Priest	Right_Hand	Golden Mace	1
1540	Weapon	Mace	140	0	0	0	1	4	40	Acolyte,Monk,Priest	Right_Hand	Grand Cross	1
1541	Weapon	Mace	120	0	0	0	0	4	60	Acolyte,Monk,Priest	Right_Hand	Nemesis	1
1542	Weapon	Mace	105	0	0	0	0	3	80	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Valorous Battlefield Morning Star	1
1543	Weapon	Mace	105	0	0	0	0	3	80	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Brave Battlefield Morning Star	1
1544	Weapon	Mace	110	0	0	0	3	3	50	Acolyte,Monk,Priest	Right_Hand	Lunakaligo	1
1545	Weapon	Mace	57	0	0	0	3	1	2	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Novice Mace	0
1546	Weapon	Mace	130	0	0	0	0	4	80	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Novice,Priest,SuperNovice,Swordsman	Right_Hand	Glorious Morning Star	1
1547	Weapon	Mace	150	0	0	0	0	3	0	Acolyte,Alchemist,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Swordsman	Right_Hand	Mace Of Madness	1
1548	Weapon	Mace	160	0	0	0	2	3	80	Acolyte,Monk,Priest	Right_Hand	Veteran Hammer	1
1549	Weapon	Mace	450	0	0	0	0	3	99	Blacksmith	Right_Hand	Pile Bunker	0
1550	Weapon	Book	85	0	0	0	3	2	14	Priest,Sage,StarGladiator	Right_Hand	Book	0
1551	Weapon	Book	115	0	0	0	2	3	27	Priest,Sage,StarGladiator	Right_Hand	Bible	1
1552	Weapon	Book	125	0	0	0	1	3	27	Priest,Sage,StarGladiator	Right_Hand	Tablet	0
1553	Weapon	Book	90	0	0	0	0	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of Billows	1
1554	Weapon	Book	90	0	0	0	0	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of Mother Earth	1
1555	Weapon	Book	90	0	0	0	0	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of the Blazing Sun	1
1556	Weapon	Book	90	0	0	0	0	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of Gust of Wind	1
1557	Weapon	Book	120	0	0	0	0	4	40	Priest,Sage,StarGladiator	Right_Hand	Book of the Apocalypse	1
1558	Weapon	Book	60	0	0	0	1	4	40	Priest,Sage,StarGladiator	Right_Hand	Girl's Diary	1
1559	Weapon	Book	130	0	0	0	0	4	70	Priest,Sage,StarGladiator	Right_Hand	Legacy of Dragon	1
1560	Weapon	Book	100	0	0	0	2	3	60	Priest,Sage,StarGladiator	Right_Hand	Sage's Diary	1
1561	Weapon	Book	140	0	0	0	1	4	55	Priest,Sage,StarGladiator	Right_Hand	Hardcover Book	1
1562	Weapon	Book	110	0	0	0	1	4	80	Priest,Sage,StarGladiator	Right_Hand	Battlefield Textbook	1
1563	Weapon	Book	135	0	0	0	2	3	1	Priest,Sage,StarGladiator	Right_Hand	Sage's Diary	1
1564	Weapon	Book	110	0	0	0	2	3	70	Priest,Sage,StarGladiator	Right_Hand	Encyclopedia	1
1565	Weapon	Book	137	0	0	0	2	4	85	Priest,Sage,StarGladiator	Right_Hand	Ledger of Death	1
1566	Weapon	Book	120	0	0	0	0	1	0	Priest,Sage,StarGladiator	Right_Hand	Diary Of Great Basil	1
1567	Weapon	Book	168	0	0	0	0	4	0	Priest,Sage,StarGladiator	Right_Hand	Refined Hardcover Book	1
1568	Weapon	Book	90	0	0	0	3	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of Billows	1
1569	Weapon	Book	90	0	0	0	3	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of Mother Earth	1
1570	Weapon	Book	90	0	0	0	3	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of Blazing Sun	1
